Time,Open,High,Low,Last,Change,Volume,"Open Int"
NQU20,"06/30/2020 23:21",10140,10140,10140,10140,1.5,3,N/A
NQU20,"06/30/2020 23:20",10140.75,10141.25,10138.5,10138.5,-1.25,8,N/A
NQU20,"06/30/2020 23:19",10139.75,10139.75,10139,10139.75,-0.25,9,N/A
NQU20,"06/30/2020 23:18",10140,10140,10140,10140,0,1,N/A
NQU20,"06/30/2020 23:17",10140.75,10141.5,10139.75,10140,0,6,N/A
NQU20,"06/30/2020 23:16",10140.25,10140.25,10140,10140,-1,2,N/A
NQU20,"06/30/2020 23:15",10140.25,10141,10140,10141,-0.5,14,N/A
NQU20,"06/30/2020 23:14",10139.75,10141.5,10139.75,10141.5,2.75,17,N/A
NQU20,"06/30/2020 23:13",10138.5,10139.25,10138.5,10138.75,-0.5,4,N/A
NQU20,"06/30/2020 23:12",10139.25,10139.5,10139.25,10139.25,0.75,6,N/A
NQU20,"06/30/2020 23:11",10138.25,10138.5,10138.25,10138.5,-0.5,2,N/A
NQU20,"06/30/2020 23:10",10138.5,10139,10138.25,10139,0.5,4,N/A
NQU20,"06/30/2020 23:09",10138.75,10139,10137.75,10138.5,0.25,18,N/A
NQU20,"06/30/2020 23:08",10140.5,10140.5,10137.5,10138.25,-2.75,23,N/A
NQU20,"06/30/2020 23:07",10139.25,10141,10139.25,10141,1.75,12,N/A
NQU20,"06/30/2020 23:06",10140.25,10140.25,10139,10139.25,-2.5,37,N/A
NQU20,"06/30/2020 23:05",10140.5,10141.75,10140,10141.75,0.75,20,N/A
NQU20,"06/30/2020 23:04",10141.25,10144.25,10141,10141,0.25,54,N/A
NQU20,"06/30/2020 23:03",10141,10141.75,10140.5,10140.75,0,11,N/A
NQU20,"06/30/2020 23:02",10141.5,10142,10139.25,10140.75,-0.5,53,N/A
NQU20,"06/30/2020 23:01",10137.5,10141.75,10137.25,10141.25,3.75,52,N/A
NQU20,"06/30/2020 23:00",10140.25,10141,10137.5,10137.5,-2.5,58,N/A
NQU20,"06/30/2020 22:59",10138.75,10140,10138.75,10140,0.75,13,N/A
NQU20,"06/30/2020 22:58",10138.5,10139.25,10138,10139.25,2.25,9,N/A
NQU20,"06/30/2020 22:57",10139.25,10139.25,10137,10137,-2.75,14,N/A
NQU20,"06/30/2020 22:56",10138.5,10140.75,10138,10139.75,1.75,25,N/A
NQU20,"06/30/2020 22:55",10138,10138.5,10136.5,10138,0.75,20,N/A
NQU20,"06/30/2020 22:54",10139.25,10139.25,10137.25,10137.25,-2.25,36,N/A
NQU20,"06/30/2020 22:53",10140,10140.25,10139.5,10139.5,-0.5,10,N/A
NQU20,"06/30/2020 22:52",10141,10141,10140,10140,-0.25,12,N/A
NQU20,"06/30/2020 22:51",10141,10141.25,10140.25,10140.25,-1.75,6,N/A
NQU20,"06/30/2020 22:50",10141,10142.5,10140.25,10142,0.25,44,N/A
NQU20,"06/30/2020 22:49",10140.5,10141.75,10139.5,10141.75,1.75,34,N/A
NQU20,"06/30/2020 22:48",10140.25,10140.75,10139.5,10140,-0.75,15,N/A
NQU20,"06/30/2020 22:47",10140.75,10141.75,10140.25,10140.75,-0.25,9,N/A
NQU20,"06/30/2020 22:46",10141.25,10141.25,10140.25,10141,0.5,12,N/A
NQU20,"06/30/2020 22:45",10141.5,10142.5,10139.75,10140.5,-0.75,20,N/A
NQU20,"06/30/2020 22:44",10140.25,10142.25,10140,10141.25,0.25,48,N/A
NQU20,"06/30/2020 22:43",10139.75,10142.5,10139.5,10141,0.75,26,N/A
NQU20,"06/30/2020 22:42",10139.5,10140.75,10139.25,10140.25,-0.25,28,N/A
NQU20,"06/30/2020 22:41",10140.75,10141.5,10139,10140.5,-0.5,39,N/A
NQU20,"06/30/2020 22:40",10140,10142.75,10140,10141,0.5,76,N/A
NQU20,"06/30/2020 22:39",10139.75,10140.5,10138.25,10140.5,1.25,52,N/A
NQU20,"06/30/2020 22:38",10137.75,10140.5,10137.75,10139.25,2.75,59,N/A
NQU20,"06/30/2020 22:37",10137,10137.25,10136.5,10136.5,-0.75,5,N/A
NQU20,"06/30/2020 22:36",10136.5,10137.75,10136.25,10137.25,0.75,5,N/A
NQU20,"06/30/2020 22:35",10137.25,10139.5,10136.5,10136.5,-0.75,53,N/A
NQU20,"06/30/2020 22:34",10137,10137.5,10135.25,10137.25,0.75,22,N/A
NQU20,"06/30/2020 22:33",10135.5,10137,10135.5,10136.5,2,13,N/A
NQU20,"06/30/2020 22:32",10134.5,10135.25,10133.5,10134.5,1,27,N/A
NQU20,"06/30/2020 22:31",10134.5,10134.5,10133,10133.5,-1.25,22,N/A
NQU20,"06/30/2020 22:30",10136.5,10137,10133.5,10134.75,-1.75,40,N/A
NQU20,"06/30/2020 22:29",10135.25,10136.5,10135.25,10136.5,0.25,8,N/A
NQU20,"06/30/2020 22:28",10136.25,10136.25,10136.25,10136.25,-0.25,2,N/A
NQU20,"06/30/2020 22:27",10136.75,10138,10135.5,10136.5,0.25,19,N/A
NQU20,"06/30/2020 22:26",10135.25,10136.75,10135.25,10136.25,0.75,32,N/A
NQU20,"06/30/2020 22:25",10135.25,10135.5,10134.25,10135.5,0.75,26,N/A
NQU20,"06/30/2020 22:24",10134.75,10136,10134.75,10134.75,0,11,N/A
NQU20,"06/30/2020 22:23",10137.25,10137.25,10134.75,10134.75,-2,15,N/A
NQU20,"06/30/2020 22:22",10136.25,10137,10135.25,10136.75,0,23,N/A
NQU20,"06/30/2020 22:21",10136,10136.75,10135.75,10136.75,0,10,N/A
NQU20,"06/30/2020 22:20",10136,10136.75,10135.25,10136.75,0.25,26,N/A
NQU20,"06/30/2020 22:19",10136.25,10137,10136.25,10136.5,-0.25,13,N/A
NQU20,"06/30/2020 22:18",10137.5,10138,10136.75,10136.75,-1,15,N/A
NQU20,"06/30/2020 22:17",10140.25,10140.75,10136.75,10137.75,-2.5,52,N/A
NQU20,"06/30/2020 22:16",10136.5,10140.75,10136.25,10140.25,4.25,156,N/A
NQU20,"06/30/2020 22:15",10134.75,10136,10134.75,10136,1.5,17,N/A
NQU20,"06/30/2020 22:14",10134.25,10135.25,10134,10134.5,-0.75,8,N/A
NQU20,"06/30/2020 22:13",10135.5,10135.75,10134.5,10135.25,0.5,11,N/A
NQU20,"06/30/2020 22:12",10135,10135,10134.5,10134.75,-0.25,13,N/A
NQU20,"06/30/2020 22:11",10134.5,10136,10134.5,10135,0.5,16,N/A
NQU20,"06/30/2020 22:10",10134.5,10135,10134,10134.5,0.75,21,N/A
NQU20,"06/30/2020 22:09",10135.5,10135.5,10133.5,10133.75,-1,12,N/A
NQU20,"06/30/2020 22:08",10135.5,10135.5,10134.75,10134.75,-0.5,3,N/A
NQU20,"06/30/2020 22:07",10135.25,10135.5,10135,10135.25,-1,8,N/A
NQU20,"06/30/2020 22:06",10135.75,10136.75,10135.75,10136.25,0.5,23,N/A
NQU20,"06/30/2020 22:05",10136.5,10136.75,10134.25,10135.75,-1,44,N/A
NQU20,"06/30/2020 22:04",10135.5,10136.75,10135.5,10136.75,1.25,19,N/A
NQU20,"06/30/2020 22:03",10134.5,10136.5,10134.25,10135.5,1.75,38,N/A
NQU20,"06/30/2020 22:02",10135.25,10136,10133.75,10133.75,-2,34,N/A
NQU20,"06/30/2020 22:01",10132.75,10135.75,10132.75,10135.75,3.75,19,N/A
NQU20,"06/30/2020 22:00",10133,10133.25,10131.25,10132,-2,27,N/A
NQU20,"06/30/2020 21:59",10131.5,10134.5,10131.5,10134,1.25,24,N/A
NQU20,"06/30/2020 21:58",10131,10133,10131,10132.75,1.25,18,N/A
NQU20,"06/30/2020 21:57",10131.5,10131.5,10130,10131.5,0,40,N/A
NQU20,"06/30/2020 21:56",10132,10132,10131.25,10131.5,-0.5,11,N/A
NQU20,"06/30/2020 21:55",10132.5,10132.75,10131.25,10132,-0.5,24,N/A
NQU20,"06/30/2020 21:54",10134.75,10134.75,10132.5,10132.5,-2.25,31,N/A
NQU20,"06/30/2020 21:53",10130.5,10134.75,10130.5,10134.75,4.75,44,N/A
NQU20,"06/30/2020 21:52",10130.75,10131.75,10129.75,10130,-0.75,25,N/A
NQU20,"06/30/2020 21:51",10131.75,10131.75,10128.25,10130.75,-1.25,66,N/A
NQU20,"06/30/2020 21:50",10132.25,10132.5,10130,10132,0.5,30,N/A
NQU20,"06/30/2020 21:49",10131.5,10132.5,10131,10131.5,1,16,N/A
NQU20,"06/30/2020 21:48",10133.5,10133.75,10130.5,10130.5,-2.75,33,N/A
NQU20,"06/30/2020 21:47",10133.75,10134,10133.25,10133.25,-0.25,7,N/A
NQU20,"06/30/2020 21:46",10134,10135,10133.5,10133.5,0.5,17,N/A
NQU20,"06/30/2020 21:45",10133,10135,10133,10133,0.75,63,N/A
NQU20,"06/30/2020 21:44",10132.25,10133.75,10132,10132.25,-0.5,17,N/A
NQU20,"06/30/2020 21:43",10132.75,10134.25,10132.75,10132.75,-0.75,14,N/A
NQU20,"06/30/2020 21:42",10133.5,10133.75,10132,10133.5,-0.5,10,N/A
NQU20,"06/30/2020 21:41",10132.75,10134,10132,10134,0.5,8,N/A
NQU20,"06/30/2020 21:40",10134.75,10134.75,10133,10133.5,-0.5,21,N/A
NQU20,"06/30/2020 21:39",10133.5,10134,10132,10134,0.25,23,N/A
NQU20,"06/30/2020 21:38",10133.25,10135.5,10133.25,10133.75,0.5,33,N/A
NQU20,"06/30/2020 21:37",10135,10135,10131.75,10133.25,-1.5,53,N/A
NQU20,"06/30/2020 21:36",10132.25,10135.25,10132.25,10134.75,2.5,32,N/A
NQU20,"06/30/2020 21:35",10132.25,10133.25,10131.25,10132.25,-1.25,29,N/A
NQU20,"06/30/2020 21:34",10132.5,10133.5,10130.75,10133.5,1.5,44,N/A
NQU20,"06/30/2020 21:33",10131,10132.5,10129.5,10132,1.25,51,N/A
NQU20,"06/30/2020 21:32",10133.5,10133.5,10126.75,10130.75,-2,171,N/A
NQU20,"06/30/2020 21:31",10139.5,10140,10131.25,10132.75,-7.75,83,N/A
NQU20,"06/30/2020 21:30",10138,10140.5,10138,10140.5,2.75,21,N/A
NQU20,"06/30/2020 21:29",10140,10140,10137,10137.75,-2,80,N/A
NQU20,"06/30/2020 21:28",10140.25,10140.5,10138.75,10139.75,-0.75,23,N/A
NQU20,"06/30/2020 21:27",10139.25,10140.5,10138.75,10140.5,1.5,27,N/A
NQU20,"06/30/2020 21:26",10139.5,10140,10139,10139,0.25,15,N/A
NQU20,"06/30/2020 21:25",10138.75,10139.5,10138,10138.75,0.5,31,N/A
NQU20,"06/30/2020 21:24",10138.5,10138.5,10137.25,10138.25,0.25,15,N/A
NQU20,"06/30/2020 21:23",10138,10140,10137.5,10138,-1.25,28,N/A
NQU20,"06/30/2020 21:22",10139.5,10139.5,10138,10139.25,0,24,N/A
NQU20,"06/30/2020 21:21",10138,10141,10138,10139.25,2,31,N/A
NQU20,"06/30/2020 21:20",10136,10138.25,10136,10137.25,1.25,48,N/A
NQU20,"06/30/2020 21:19",10135.5,10137,10135.5,10136,0.25,16,N/A
NQU20,"06/30/2020 21:18",10135.75,10137,10135.25,10135.75,-0.75,14,N/A
NQU20,"06/30/2020 21:17",10136.5,10136.75,10136.5,10136.5,-0.25,3,N/A
NQU20,"06/30/2020 21:16",10137,10137.25,10135.25,10136.75,0.5,32,N/A
NQU20,"06/30/2020 21:15",10137.5,10137.75,10134,10136.25,-0.25,109,N/A
NQU20,"06/30/2020 21:14",10135.75,10137.5,10135,10136.5,0,67,N/A
NQU20,"06/30/2020 21:13",10141,10142.5,10135.5,10136.5,-4.5,67,N/A
NQU20,"06/30/2020 21:12",10142.25,10142.25,10141,10141,-1.25,9,N/A
NQU20,"06/30/2020 21:11",10143.25,10143.5,10142.25,10142.25,-0.5,8,N/A
NQU20,"06/30/2020 21:10",10140.75,10142.75,10139.75,10142.75,3,16,N/A
NQU20,"06/30/2020 21:09",10143.25,10143.25,10139,10139.75,-2.75,51,N/A
NQU20,"06/30/2020 21:08",10143.25,10143.5,10142.25,10142.5,-1,17,N/A
NQU20,"06/30/2020 21:07",10144.75,10145.25,10143.5,10143.5,-0.25,37,N/A
NQU20,"06/30/2020 21:06",10143,10145.25,10143,10143.75,1.5,40,N/A
NQU20,"06/30/2020 21:05",10142.75,10145.5,10142.25,10142.25,-0.25,35,N/A
NQU20,"06/30/2020 21:04",10142,10143.5,10141.5,10142.5,0,30,N/A
NQU20,"06/30/2020 21:03",10143.25,10143.5,10142,10142.5,-1,22,N/A
NQU20,"06/30/2020 21:02",10142,10143.5,10141.75,10143.5,2.25,15,N/A
NQU20,"06/30/2020 21:01",10140,10142.75,10140,10141.25,1.5,28,N/A
NQU20,"06/30/2020 21:00",10141.5,10143.5,10139.5,10139.75,-2.75,85,N/A
NQU20,"06/30/2020 20:59",10142,10143,10141.5,10142.5,0,47,N/A
NQU20,"06/30/2020 20:58",10141.25,10142.5,10140.5,10142.5,0.5,27,N/A
NQU20,"06/30/2020 20:57",10141.75,10143.75,10141.5,10142,-0.75,54,N/A
NQU20,"06/30/2020 20:56",10141.25,10142.75,10140,10142.75,0.25,32,N/A
NQU20,"06/30/2020 20:55",10137.25,10144.25,10137.25,10142.5,5.5,162,N/A
NQU20,"06/30/2020 20:54",10142.5,10142.5,10135,10137,-4.25,135,N/A
NQU20,"06/30/2020 20:53",10142.25,10143,10141.25,10141.25,-1.25,14,N/A
NQU20,"06/30/2020 20:52",10143.5,10143.5,10141,10142.5,-1.25,52,N/A
NQU20,"06/30/2020 20:51",10142,10145,10142,10143.75,2.25,55,N/A
NQU20,"06/30/2020 20:50",10141.25,10144,10141.25,10141.5,0.75,34,N/A
NQU20,"06/30/2020 20:49",10143,10144,10139,10140.75,-3.5,58,N/A
NQU20,"06/30/2020 20:48",10141,10144.75,10139.75,10144.25,3.75,66,N/A
NQU20,"06/30/2020 20:47",10143.5,10143.5,10139.5,10140.5,-2.25,67,N/A
NQU20,"06/30/2020 20:46",10146.75,10146.75,10141.25,10142.75,-4.5,100,N/A
NQU20,"06/30/2020 20:45",10142.75,10155,10142.75,10147.25,4.75,437,N/A
NQU20,"06/30/2020 20:44",10142.75,10142.75,10140.75,10142.5,0.5,41,N/A
NQU20,"06/30/2020 20:43",10142.25,10142.75,10140.75,10142,-0.25,22,N/A
NQU20,"06/30/2020 20:42",10141.25,10143.5,10140.5,10142.25,1.25,58,N/A
NQU20,"06/30/2020 20:41",10138,10141,10138,10141,3,17,N/A
NQU20,"06/30/2020 20:40",10136.5,10138.25,10136.5,10138,1.5,21,N/A
NQU20,"06/30/2020 20:39",10139,10139,10136.25,10136.5,-2,33,N/A
NQU20,"06/30/2020 20:38",10139.25,10140.25,10137.5,10138.5,-1,23,N/A
NQU20,"06/30/2020 20:37",10140,10140.5,10138.75,10139.5,-1,22,N/A
NQU20,"06/30/2020 20:36",10138.25,10142.75,10137.5,10140.5,1.5,72,N/A
NQU20,"06/30/2020 20:35",10137.25,10141,10137.25,10139,2,58,N/A
NQU20,"06/30/2020 20:34",10136,10141.75,10136,10137,1.25,119,N/A
NQU20,"06/30/2020 20:33",10133.75,10136.25,10133.75,10135.75,2.25,30,N/A
NQU20,"06/30/2020 20:32",10132.25,10135.75,10132.25,10133.5,0,67,N/A
NQU20,"06/30/2020 20:31",10131,10133.5,10131,10133.5,2,38,N/A
NQU20,"06/30/2020 20:30",10133.25,10133.25,10129,10131.5,-1.75,56,N/A
NQU20,"06/30/2020 20:29",10134.5,10134.5,10132.25,10133.25,-1.25,18,N/A
NQU20,"06/30/2020 20:28",10132.75,10134.5,10131.75,10134.5,1,22,N/A
NQU20,"06/30/2020 20:27",10132.75,10133.75,10132,10133.5,2,17,N/A
NQU20,"06/30/2020 20:26",10132.5,10134.25,10130.5,10131.5,-1,53,N/A
NQU20,"06/30/2020 20:25",10133.25,10133.5,10131,10132.5,0,31,N/A
NQU20,"06/30/2020 20:24",10132.75,10133.75,10131,10132.5,0.75,21,N/A
NQU20,"06/30/2020 20:23",10131,10132.25,10130.25,10131.75,-0.5,21,N/A
NQU20,"06/30/2020 20:22",10130.25,10132.5,10129.5,10132.25,0.75,33,N/A
NQU20,"06/30/2020 20:21",10133.5,10134.5,10128.5,10131.5,-2.5,91,N/A
NQU20,"06/30/2020 20:20",10130.25,10134,10128.5,10134,3.75,98,N/A
NQU20,"06/30/2020 20:19",10135.5,10135.5,10129.5,10130.25,-4.75,98,N/A
NQU20,"06/30/2020 20:18",10140.5,10141.25,10132,10135,-5,139,N/A
NQU20,"06/30/2020 20:17",10141.75,10142.75,10140,10140,-2,42,N/A
NQU20,"06/30/2020 20:16",10144.5,10145.75,10141.75,10142,-2.75,57,N/A
NQU20,"06/30/2020 20:15",10139.25,10146.75,10139.25,10144.75,6.5,134,N/A
NQU20,"06/30/2020 20:14",10141,10142,10138.25,10138.25,-3.5,22,N/A
NQU20,"06/30/2020 20:13",10140.25,10141.75,10140,10141.75,1.25,13,N/A
NQU20,"06/30/2020 20:12",10142,10142,10140.5,10140.5,-1.5,23,N/A
NQU20,"06/30/2020 20:11",10141.5,10142,10140.75,10142,0.25,20,N/A
NQU20,"06/30/2020 20:10",10141.25,10142,10140,10141.75,0.75,30,N/A
NQU20,"06/30/2020 20:09",10140.5,10141.25,10139.25,10141,1,16,N/A
NQU20,"06/30/2020 20:08",10139.5,10142.75,10139,10140,0.75,45,N/A
NQU20,"06/30/2020 20:07",10137.25,10139.25,10136,10139.25,1.75,44,N/A
NQU20,"06/30/2020 20:06",10142,10142.75,10136.25,10137.5,-5.25,72,N/A
NQU20,"06/30/2020 20:05",10139.5,10147,10139.5,10142.75,4,168,N/A
NQU20,"06/30/2020 20:04",10138,10139,10136.5,10138.75,0.75,21,N/A
NQU20,"06/30/2020 20:03",10137.75,10138.5,10137.25,10138,0,21,N/A
NQU20,"06/30/2020 20:02",10134.75,10139,10133.5,10138,3.25,43,N/A
NQU20,"06/30/2020 20:01",10139.5,10139.75,10132.5,10134.75,-4.5,78,N/A
NQU20,"06/30/2020 20:00",10137.75,10139.25,10137.25,10139.25,1.75,27,N/A
NQU20,"06/30/2020 19:59",10137.25,10138.75,10137.25,10137.5,-1,13,N/A
NQU20,"06/30/2020 19:58",10137.25,10138.5,10136.25,10138.5,1.5,30,N/A
NQU20,"06/30/2020 19:57",10136,10137.75,10133.75,10137,0.5,47,N/A
NQU20,"06/30/2020 19:56",10140.75,10141.25,10136.5,10136.5,-3.5,45,N/A
NQU20,"06/30/2020 19:55",10140.5,10141.5,10140,10140,-0.75,47,N/A
NQU20,"06/30/2020 19:54",10141.5,10142,10140.75,10140.75,-1.75,29,N/A
NQU20,"06/30/2020 19:53",10138.75,10142.5,10138.75,10142.5,3.25,38,N/A
NQU20,"06/30/2020 19:52",10137.5,10139.75,10137.5,10139.25,1.25,19,N/A
NQU20,"06/30/2020 19:51",10137.75,10139,10137.75,10138,1.5,13,N/A
NQU20,"06/30/2020 19:50",10137.25,10137.75,10136.5,10136.5,-0.75,15,N/A
NQU20,"06/30/2020 19:49",10137.25,10138,10136,10137.25,0,31,N/A
NQU20,"06/30/2020 19:48",10137.75,10137.75,10136,10137.25,-1.25,33,N/A
NQU20,"06/30/2020 19:47",10138,10138.5,10137,10138.5,1.5,36,N/A
NQU20,"06/30/2020 19:46",10140.75,10141.75,10136.75,10137,-4,50,N/A
NQU20,"06/30/2020 19:45",10139.75,10141,10139.25,10141,1,33,N/A
NQU20,"06/30/2020 19:44",10140.25,10141.75,10139.75,10140,-0.25,30,N/A
NQU20,"06/30/2020 19:43",10140,10141,10138.75,10140.25,0.75,36,N/A
NQU20,"06/30/2020 19:42",10140.5,10142.25,10138.75,10139.5,-0.75,43,N/A
NQU20,"06/30/2020 19:41",10141.5,10141.5,10138.5,10140.25,-1,44,N/A
NQU20,"06/30/2020 19:40",10140,10142.5,10140,10141.25,0.25,24,N/A
NQU20,"06/30/2020 19:39",10142,10142,10140,10141,-1.25,14,N/A
NQU20,"06/30/2020 19:38",10141,10142.5,10140.5,10142.25,0.5,36,N/A
NQU20,"06/30/2020 19:37",10141.25,10142.5,10140.75,10141.75,0.75,41,N/A
NQU20,"06/30/2020 19:36",10139.75,10143.25,10139.25,10141,1.25,91,N/A
NQU20,"06/30/2020 19:35",10140.5,10142,10139.75,10139.75,-0.25,76,N/A
NQU20,"06/30/2020 19:34",10140,10142.25,10136.5,10140,0,124,N/A
NQU20,"06/30/2020 19:33",10131.5,10140.75,10130.75,10140,8,104,N/A
NQU20,"06/30/2020 19:32",10133,10133,10131.75,10132,-0.5,10,N/A
NQU20,"06/30/2020 19:31",10132,10133.25,10131.5,10132.5,0,14,N/A
NQU20,"06/30/2020 19:30",10133,10133,10130.75,10132.5,-0.5,23,N/A
NQU20,"06/30/2020 19:29",10132.75,10133,10131.5,10133,0.5,19,N/A
NQU20,"06/30/2020 19:28",10131.75,10132.5,10131.25,10132.5,0,26,N/A
NQU20,"06/30/2020 19:27",10130.25,10132.5,10130.25,10132.5,1.25,13,N/A
NQU20,"06/30/2020 19:26",10129.75,10131.25,10129,10131.25,1.5,16,N/A
NQU20,"06/30/2020 19:25",10129,10129.75,10127.5,10129.75,0.25,21,N/A
NQU20,"06/30/2020 19:24",10131.75,10131.75,10128.25,10129.5,-1,29,N/A
NQU20,"06/30/2020 19:23",10130.75,10132.25,10130.5,10130.5,-0.75,15,N/A
NQU20,"06/30/2020 19:22",10132.75,10134,10131.25,10131.25,-0.75,38,N/A
NQU20,"06/30/2020 19:21",10131,10132.75,10130,10132,1.25,20,N/A
NQU20,"06/30/2020 19:20",10128.25,10130.75,10128,10130.75,3,42,N/A
NQU20,"06/30/2020 19:19",10126.75,10128.25,10126,10127.75,0.25,25,N/A
NQU20,"06/30/2020 19:18",10129,10129.5,10127,10127.5,-1.25,31,N/A
NQU20,"06/30/2020 19:17",10130.25,10130.25,10127.75,10128.75,-0.25,29,N/A
NQU20,"06/30/2020 19:16",10132.25,10132.25,10129,10129,-3,34,N/A
NQU20,"06/30/2020 19:15",10129.5,10134,10129.5,10132,1.75,70,N/A
NQU20,"06/30/2020 19:14",10129.5,10130.25,10128.75,10130.25,0.75,23,N/A
NQU20,"06/30/2020 19:13",10130.5,10130.5,10128.75,10129.5,-1.5,32,N/A
NQU20,"06/30/2020 19:12",10131.25,10133.25,10131,10131,0,26,N/A
NQU20,"06/30/2020 19:11",10133,10134,10131,10131,-3,38,N/A
NQU20,"06/30/2020 19:10",10134,10135.75,10129.75,10134,0.25,95,N/A
NQU20,"06/30/2020 19:09",10130.75,10134,10129.75,10133.75,3.75,52,N/A
NQU20,"06/30/2020 19:08",10130.25,10131.25,10129.25,10130,-0.25,17,N/A
NQU20,"06/30/2020 19:07",10130.25,10130.25,10129,10130.25,-0.75,20,N/A
NQU20,"06/30/2020 19:06",10127.75,10131,10127.75,10131,3.5,30,N/A
NQU20,"06/30/2020 19:05",10128.75,10130.5,10127.5,10127.5,-2,55,N/A
NQU20,"06/30/2020 19:04",10127.75,10129.5,10126,10129.5,2.25,51,N/A
NQU20,"06/30/2020 19:03",10126.25,10129.25,10126.25,10127.25,0.5,37,N/A
NQU20,"06/30/2020 19:02",10124.75,10128,10123.25,10126.75,2.25,71,N/A
NQU20,"06/30/2020 19:01",10126,10126,10121.5,10124.5,-1,115,N/A
NQU20,"06/30/2020 19:00",10130,10130.75,10125.5,10125.5,-4.5,36,N/A
NQU20,"06/30/2020 18:59",10130.25,10130.75,10129,10130,0.25,29,N/A
NQU20,"06/30/2020 18:58",10130.75,10130.75,10128.25,10129.75,-1.5,17,N/A
NQU20,"06/30/2020 18:57",10125.5,10131.25,10125.5,10131.25,6,44,N/A
NQU20,"06/30/2020 18:56",10126.5,10127.25,10124.5,10125.25,-2,29,N/A
NQU20,"06/30/2020 18:55",10129.75,10130,10123.5,10127.25,-2,88,N/A
NQU20,"06/30/2020 18:54",10128.25,10129.5,10127,10129.25,0.75,33,N/A
NQU20,"06/30/2020 18:53",10129.25,10129.25,10127.5,10128.5,-0.5,47,N/A
NQU20,"06/30/2020 18:52",10129,10130.75,10129,10129,1.25,21,N/A
NQU20,"06/30/2020 18:51",10127.75,10128.75,10127.75,10127.75,0.5,14,N/A
NQU20,"06/30/2020 18:50",10129,10129.25,10127,10127.25,-2,31,N/A
NQU20,"06/30/2020 18:49",10132.5,10132.5,10129,10129.25,-3.75,27,N/A
